crime,log_pibpc,pop_scales,edad_media,ratio_mh,urban,densidad,hab_dom
Não,9.559412185230908,De 10.001 a 50.000,35.3,94.8,"(95,97.5]","(100,500]",2.89
Sim,9.42164046560289,Até 10.000,36.5,99.4,"(-Inf,80]","(-Inf,25]",2.91
Sim,10.0524871310486,De 10.001 a 50.000,39.5,102.3,"(-Inf,80]","(50,100]",2.8
Sim,10.954883138494809,Mais de 100.000,36.5,104.5,"(97.5,100]","(500, Inf]",2.94
Não,10.051553615713997,Até 10.000,37.1,99.9,"(80,90]","(-Inf,25]",2.76
Sim,10.881386516441193,Mais de 100.000,35,102.3,"(97.5,100]","(500, Inf]",2.88
Sim,10.64041331260829,Mais de 100.000,34.7,104.4,"(95,97.5]","(500, Inf]",3.09
Não,10.632736886670296,Até 10.000,36.4,96.7,"(-Inf,80]","(-Inf,25]",2.91
Não,9.953438471340593,De 10.001 a 50.000,39.1,99.9,"(90,95]","(25,50]",2.75
Sim,9.675070747023897,De 10.001 a 50.000,36.3,95.9,"(90,95]","(25,50]",2.85
Sim,10.357247146429934,Mais de 100.000,34,108.2,"(97.5,100]","(500, Inf]",3.04
Sim,10.188127251659994,Até 10.000,37.4,101.5,"(80,90]","(-Inf,25]",2.83
Não,9.91006338428498,De 10.001 a 50.000,33.9,101.4,"(-Inf,80]","(50,100]",3.08
Sim,9.651661564859594,Até 10.000,37.9,100.7,"(90,95]","(50,100]",2.85
Sim,9.779171284215883,Até 10.000,39,74.7,"(90,95]","(25,50]",2.53
Sim,10.130980830060137,De 10.001 a 50.000,37.5,102.2,"(90,95]","(25,50]",2.96
Não,10.549308297153615,De 10.001 a 50.000,39.8,100.6,"(90,95]","(25,50]",2.7
Sim,9.862096646216239,Até 10.000,34.9,100.1,"(-Inf,80]","(-Inf,25]",3.02
Sim,9.9333657212505,De 10.001 a 50.000,38.5,103.8,"(90,95]","(50,100]",2.94
Não,9.549683483689078,Até 10.000,38,99.2,"(95,97.5]","(50,100]",2.88
Sim,10.240560323086454,De 50.001 a 100.000,37.9,103.4,"(95,97.5]","(50,100]",2.79
Sim,10.469488909262015,De 10.001 a 50.000,36.5,101,"(90,95]","(50,100]",2.93
Não,10.600489792795567,Até 10.000,32.8,100.5,"(-Inf,80]","(25,50]",3.09
Não,9.695477041968728,Até 10.000,35.3,101.9,"(90,95]","(25,50]",2.91
Não,10.609691372985763,De 10.001 a 50.000,35,97.1,"(95,97.5]","(25,50]",2.89
Sim,10.463314175387165,Mais de 100.000,35.6,103,"(95,97.5]","(100,500]",2.99
Sim,11.00654461521147,Mais de 100.000,36.7,104.3,"(97.5,100]","(100,500]",2.98
Não,9.866293344633329,Até 10.000,35.2,97.2,"(-Inf,80]","(-Inf,25]",3.1
Sim,10.021222142574597,De 10.001 a 50.000,35.8,102.5,"(80,90]","(-Inf,25]",2.82
Não,9.63623666796486,Até 10.000,36.7,98.9,"(95,97.5]","(25,50]",2.84
Sim,10.726010314788263,De 10.001 a 50.000,36.9,102.3,"(90,95]","(100,500]",2.91
Não,9.870730862497574,Até 10.000,39.6,95.5,"(-Inf,80]","(-Inf,25]",2.77
Não,9.506265873808752,Até 10.000,38.7,92.5,"(-Inf,80]","(25,50]",2.67
Não,9.976495419796297,Até 10.000,39.2,100.6,"(80,90]","(25,50]",2.84
Não,9.97887559790358,Até 10.000,36.3,102.6,"(90,95]","(25,50]",2.94
Sim,9.68937807085179,De 10.001 a 50.000,36.1,92.7,"(90,95]","(100,500]",3.44
Não,9.848992823230645,Até 10.000,40.3,101.3,"(80,90]","(25,50]",2.69
Sim,9.995646864474907,Até 10.000,39.3,99.1,"(-Inf,80]","(50,100]",2.9
Não,10.331357454920955,De 50.001 a 100.000,40.3,107.4,"(95,97.5]","(50,100]",2.79
Não,9.954100815754886,De 10.001 a 50.000,41.1,93.7,"(-Inf,80]","(50,100]",2.93
Não,9.929302949202633,Até 10.000,42.8,95.4,"(80,90]","(-Inf,25]",2.51
Sim,10.38782915008809,Até 10.000,44,104.7,"(-Inf,80]","(-Inf,25]",2.57
Não,10.819974465165581,Até 10.000,34.5,97.5,"(90,95]","(25,50]",2.93
Sim,10.207688189176553,De 50.001 a 100.000,35.3,102.9,"(97.5,100]","(100,500]",2.78
Não,9.893732627589982,Até 10.000,36.9,94.6,"(-Inf,80]","(-Inf,25]",2.79
Sim,10.126996637034942,Até 10.000,39.8,102.7,"(90,95]","(25,50]",2.75
Não,10.165394789505537,Até 10.000,36.4,93.5,"(80,90]","(-Inf,25]",2.92
Não,10.19797640620083,Até 10.000,41.2,102.2,"(80,90]","(25,50]",2.63
Não,10.317920330626553,Até 10.000,40.2,97.5,"(90,95]","(-Inf,25]",2.59
Não,10.345480649102193,De 10.001 a 50.000,40.1,102.7,"(90,95]","(25,50]",2.76
Não,10.177505950700928,De 10.001 a 50.000,37.1,100.2,"(90,95]","(50,100]",2.79
Sim,10.882309792844591,Mais de 100.000,38.3,103.6,"(95,97.5]","(500, Inf]",2.87
Não,10.45987269899313,De 10.001 a 50.000,35.7,83.9,"(95,97.5]","(25,50]",3.3
Sim,9.501939263666712,De 10.001 a 50.000,37.8,97.5,"(-Inf,80]","(50,100]",2.85
Sim,10.086105315456717,De 10.001 a 50.000,37.1,102.6,"(95,97.5]","(100,500]",2.88
Sim,10.645569886754021,De 50.001 a 100.000,33.9,102.1,"(97.5,100]","(500, Inf]",3.13
Sim,10.101261191944559,Mais de 100.000,35,101.5,"(97.5,100]","(500, Inf]",2.94
Não,9.72457378263502,De 10.001 a 50.000,38.8,104.6,"(90,95]","(25,50]",2.96
Sim,11.750809203970668,De 50.001 a 100.000,37.1,102.8,"(95,97.5]","(500, Inf]",2.97
Sim,9.842476668630097,De 10.001 a 50.000,37,99.7,"(95,97.5]","(50,100]",2.84
Sim,10.431242562143522,Até 10.000,36.2,96.3,"(90,95]","(50,100]",2.87
Não,9.931173242374138,Até 10.000,39.5,97.9,"(80,90]","(25,50]",2.79
Sim,10.264501170800694,Mais de 100.000,35.4,102.1,"(95,97.5]","(500, Inf]",3
Não,10.386547759982287,De 50.001 a 100.000,39.3,105.5,"(95,97.5]","(100,500]",2.64
Não,10.481552110540012,Até 10.000,39,101.6,"(80,90]","(-Inf,25]",2.67
Não,9.767123580515204,De 10.001 a 50.000,36.7,102,"(90,95]","(50,100]",3
Sim,10.276300672766073,De 10.001 a 50.000,36.5,100.8,"(-Inf,80]","(100,500]",3.02
